Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),distance
38.0,4.8,Sunny,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,21,20002.50574438047
36.0,4.9,Fog,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,44,20002.498020245428
35.0,5.0,Cloudy,Low,0,Snack,motorcycle,1.0,No,Urban,27,20002.518719801938
34.0,4.1,Stormy,Jam,1,Drinks,scooter,0.0,No,Metropolitian,40,20002.505113877793
37.0,4.6,Sandstorms,Jam,2,Snack,motorcycle,0.0,No,Metropolitian,34,20002.51360299659
29.0,4.5,Sunny,Medium,2,Drinks,scooter,0.0,No,Metropolitian,11,20002.51362001461
38.0,4.1,Windy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,28,20002.515822390393
23.0,4.9,Cloudy,Medium,2,Buffet,scooter,1.0,No,Metropolitian,27,20002.508297131702
35.0,4.5,Sunny,Medium,1,Buffet,motorcycle,1.0,No,Urban,29,20002.50556220396
32.0,4.8,Sunny,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,27,20002.51595904672
37.0,4.9,Cloudy,High,1,Drinks,motorcycle,1.0,No,Metropolitian,30,20002.517566529797
35.0,4.7,Fog,High,1,Meal,motorcycle,0.0,No,Urban,33,20002.519694481838
35.0,4.8,Sunny,Low,2,Snack,scooter,1.0,No,Metropolitian,29,20002.49872106186
35.0,4.5,Windy,High,1,Buffet,motorcycle,1.0,No,Metropolitian,27,20002.517393135917
27.0,4.8,Sandstorms,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,33,20002.4986566467
21.0,4.7,Windy,High,1,Meal,motorcycle,0.0,No,Metropolitian,19,20002.517567316314
21.0,4.8,Cloudy,Low,1,Snack,motorcycle,1.0,No,Urban,21,20002.48764792747
39.0,4.6,Cloudy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,43,20002.488403964122
,,Sandstorms,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,34,20002.4986566467
30.0,4.2,Sandstorms,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,43,20002.49936657425
29.0,4.6,Sunny,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,25,20002.50542606351
28.0,4.7,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,38,20002.489125805027
31.0,4.9,Sunny,Jam,1,Meal,motorcycle,1.0,No,Urban,17,20002.509282139337
34.0,4.6,Fog,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,54,20002.490919134172
36.0,4.8,Stormy,High,1,Snack,motorcycle,1.0,No,Metropolitian,32,20002.520245966738
36.0,4.9,Sunny,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,25,20002.511140523737
31.0,3.8,Sandstorms,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,31,20002.491018193283
36.0,4.2,Stormy,Medium,1,Buffet,motorcycle,0.0,No,Urban,34,20002.517379167457
32.0,4.9,Sunny,Low,0,Snack,motorcycle,1.0,No,Urban,23,20002.52023587767
29.0,4.9,Windy,Low,1,Meal,scooter,0.0,No,Urban,16,20002.51966920702
,,Windy,Medium,2,Buffet,motorcycle,1.0,No,Urban,27,20002.513759352016
27.0,4.7,Windy,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,35,20002.48764792747
37.0,4.2,Windy,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,41,20002.498810153662
38.0,4.1,Fog,Medium,2,Buffet,scooter,0.0,No,Metropolitian,42,20002.50832964847
32.0,3.8,Stormy,Jam,1,Snack,scooter,1.0,No,Metropolitian,40,20002.49749465317
38.0,4.8,Sandstorms,Low,1,Drinks,scooter,1.0,No,Metropolitian,27,20002.520235879336
37.0,5.0,Stormy,High,1,Drinks,motorcycle,0.0,No,Urban,26,20002.517462135515
36.0,4.9,Stormy,Medium,2,Meal,motorcycle,1.0,No,Urban,29,20002.517479349466
20.0,4.6,Stormy,Jam,1,Snack,scooter,0.0,No,Metropolitian,20,20002.508943464272
31.0,3.6,Stormy,Medium,2,Snack,motorcycle,,No,Metropolitian,38,20002.490111132756
29.0,4.5,Stormy,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,16,20002.508575267235
20.0,4.5,Windy,Low,1,Meal,scooter,0.0,No,Urban,13,20002.520251320722
23.0,4.7,Windy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,22,20002.515838950447
26.0,4.6,Windy,Medium,0,Buffet,motorcycle,1.0,No,Urban,22,20002.517401725836
24.0,4.5,Cloudy,Low,2,Buffet,scooter,0.0,No,Metropolitian,13,20002.52023437131
38.0,4.3,Fog,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,38,20002.515742953314
24.0,4.9,Stormy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,23,20002.518910059058
37.0,4.9,Sunny,Low,1,Snack,motorcycle,0.0,No,Urban,14,20002.519726753366
21.0,4.7,Windy,High,0,Snack,motorcycle,1.0,No,Urban,15,20002.517554525428
20.0,4.7,Sandstorms,Low,2,Snack,electric_scooter,1.0,No,Urban,16,20002.489408135025
27.0,5.0,Sunny,Jam,2,Buffet,motorcycle,0.0,No,Metropolitian,10,20002.505956406276
36.0,4.4,Cloudy,Low,2,Buffet,electric_scooter,2.0,No,Metropolitian,39,20002.508679254173
29.0,4.9,Windy,Low,2,Meal,scooter,0.0,No,Metropolitian,15,20002.496957495794
25.0,4.6,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,33,20002.51595893269
38.0,4.3,Stormy,Low,0,Buffet,motorcycle,1.0,No,Urban,28,20002.520236351254
38.0,4.8,Stormy,Jam,2,Meal,electric_scooter,0.0,No,Metropolitian,26,20002.518724298156
25.0,4.8,Windy,Medium,1,Meal,scooter,1.0,No,Metropolitian,24,20002.51732220814
35.0,5.0,Stormy,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,24,20002.511900663943
23.0,4.1,Cloudy,Jam,1,Snack,motorcycle,1.0,No,Urban,32,20002.50890991839
32.0,4.6,Fog,Low,0,Snack,motorcycle,1.0,No,Metropolitian,43,20002.50857205307
39.0,4.9,Fog,Medium,2,Drinks,scooter,0.0,No,Metropolitian,15,20002.51732220814
32.0,4.9,Cloudy,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,52,20002.49011410523
39.0,4.8,Stormy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,29,20002.515687318253
38.0,4.6,Stormy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,30,20002.51737911818
24.0,4.7,Stormy,High,2,Buffet,electric_scooter,,No,Urban,10,20002.517433243025
25.0,4.5,Stormy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,17,20002.51970554516
31.0,5.0,Sandstorms,Low,2,Drinks,scooter,0.0,No,Metropolitian,17,20002.491018193283
31.0,4.7,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,Urban,46,20002.50899148293
31.0,4.6,Sunny,Jam,2,Snack,motorcycle,0.0,No,Metropolitian,27,20002.509287784553
29.0,4.5,Sunny,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,29,20002.504715476327
25.0,4.6,Windy,Jam,1,Drinks,scooter,1.0,No,Urban,22,20002.51886191535
38.0,4.2,Windy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,32,20002.519667237088
28.0,4.9,Fog,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,31,20002.50824122823
36.0,5.0,Windy,High,1,Drinks,motorcycle,1.0,No,Metropolitian,28,20002.5175250248
23.0,4.7,Windy,Jam,2,Meal,electric_scooter,0.0,No,Metropolitian,12,20002.513947506144
28.0,4.7,Fog,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,39,20002.486321502172
25.0,4.5,Cloudy,Medium,1,Drinks,motorcycle,0.0,No,Urban,15,20002.517489044094
,,Sandstorms,Jam,2,Drinks,scooter,1.0,No,Metropolitian,22,20002.511139305843
20.0,4.9,Fog,Low,2,Drinks,scooter,0.0,No,Urban,17,20002.513618891924
,,Stormy,Low,1,Buffet,scooter,1.0,No,Metropolitian,27,20002.498810361267
,,,,3,Drinks,bicycle,2.0,No,Metropolitian,35,20002.498199027243
23.0,5.0,Sandstorms,Low,1,Drinks,scooter,0.0,No,Metropolitian,11,20002.505513082444
24.0,4.8,Sandstorms,Low,1,Snack,scooter,0.0,No,Metropolitian,14,20002.505562041046
37.0,4.1,Cloudy,High,1,Buffet,motorcycle,1.0,No,Metropolitian,32,20002.519707637653
22.0,4.9,Stormy,Medium,0,Snack,motorcycle,1.0,No,Urban,29,20002.517480268252
23.0,4.4,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Metropolitian,22,20002.515940023983
26.0,4.8,Windy,Jam,2,Snack,motorcycle,1.0,No,,15,20002.498656106505
30.0,4.0,Cloudy,High,1,Drinks,scooter,1.0,No,Metropolitian,34,20002.520251316815
39.0,4.1,Sandstorms,Low,0,Meal,motorcycle,0.0,No,Metropolitian,26,20002.519663808704
28.0,4.5,Cloudy,Medium,0,Drinks,motorcycle,1.0,No,Urban,20,20002.518815856572
33.0,4.3,Sandstorms,Medium,1,Meal,scooter,1.0,No,Metropolitian,31,20002.513443211963
20.0,5.0,Stormy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,25,20002.486205776735
29.0,4.5,Sandstorms,Medium,1,Drinks,scooter,0.0,No,Metropolitian,17,20002.511670500982
20.0,4.6,Windy,Medium,1,Meal,scooter,0.0,No,Metropolitian,16,20002.508202291934
27.0,4.7,Stormy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,21,20002.49738972567
36.0,4.7,Stormy,Low,1,Meal,motorcycle,1.0,No,Urban,22,20002.515576659665
37.0,4.8,Fog,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,26,20002.51579461594
25.0,4.7,Stormy,Medium,2,Snack,scooter,0.0,No,Metropolitian,24,20002.518772451407
32.0,4.0,Fog,High,1,Snack,motorcycle,0.0,No,Metropolitian,37,20002.517566431463
30.0,4.8,Sandstorms,Jam,0,Buffet,motorcycle,3.0,No,Metropolitian,45,20002.506334597398
24.0,5.0,Fog,Jam,2,Buffet,scooter,0.0,No,Metropolitian,29,20002.515838950447
39.0,4.8,Windy,High,2,Snack,scooter,0.0,No,Metropolitian,25,20002.519729140517
39.0,4.8,Sunny,Medium,2,Meal,scooter,0.0,No,Urban,27,20002.50632983636
29.0,5.0,Sunny,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,17,20002.518711868193
28.0,4.8,Sunny,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,15,20002.489133899824
34.0,4.7,Stormy,High,1,Snack,motorcycle,1.0,No,Metropolitian,27,20002.51968892392
27.0,4.8,Sunny,Low,1,Snack,scooter,1.0,No,Metropolitian,19,20002.513603371244
35.0,3.8,Fog,Low,2,Snack,motorcycle,1.0,No,Metropolitian,37,20002.49756402066
22.0,4.6,Stormy,Low,0,Drinks,motorcycle,1.0,No,Urban,23,20002.50542332226
24.0,5.0,Sandstorms,Low,2,Buffet,scooter,0.0,No,Metropolitian,11,20002.508297799668
25.0,4.3,Sunny,High,0,Meal,motorcycle,2.0,No,Metropolitian,53,20002.51740160843
36.0,4.8,Windy,Medium,1,Buffet,motorcycle,0.0,No,Metropolitian,24,20002.50511398832
25.0,4.8,Stormy,Medium,2,Meal,motorcycle,0.0,No,Urban,22,20002.517609156614
37.0,4.9,Cloudy,Medium,0,Buffet,motorcycle,1.0,No,Urban,29,20002.513967031246
34.0,4.6,Windy,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,29,20002.514156656864
30.0,4.4,Fog,Low,1,Buffet,scooter,0.0,No,Metropolitian,37,20002.504715476327
35.0,5.0,Sandstorms,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,20,20002.49749687574
20.0,4.2,Sandstorms,Low,0,Snack,motorcycle,0.0,No,Metropolitian,27,20002.518793873707
37.0,4.9,Sunny,Low,2,Drinks,motorcycle,0.0,No,Metropolitian,15,20002.51969046209
30.0,4.8,Cloudy,Medium,0,Snack,motorcycle,2.0,No,Urban,46,20002.498147678827
30.0,4.5,Sunny,Medium,2,Buffet,motorcycle,0.0,No,Metropolitian,18,20002.488251762876
30.0,4.7,Fog,High,0,Buffet,motorcycle,1.0,No,Metropolitian,29,20002.517640721344
29.0,4.6,Fog,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,32,20002.511432917407
35.0,4.4,Sandstorms,Jam,1,Buffet,scooter,1.0,No,,32,20002.508330000852
,,Sandstorms,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,29,20002.519684655694
21.0,4.6,Fog,Low,2,Snack,scooter,0.0,No,Urban,13,20002.520231456303
20.0,4.5,Sunny,Medium,2,Drinks,motorcycle,0.0,No,Urban,11,20002.508685092194
38.0,4.7,Sunny,High,1,Buffet,scooter,1.0,No,Metropolitian,23,20002.517546152532
27.0,4.7,Cloudy,Low,2,Meal,scooter,1.0,No,Metropolitian,12,20002.51966138906
27.0,4.3,Fog,Jam,1,Drinks,scooter,1.0,No,Metropolitian,40,20002.498016706817
39.0,4.7,Cloudy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,27,20002.515958412543
25.0,4.7,Windy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,20,20002.513819144817
33.0,4.6,Sandstorms,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,26,20002.518910040184
23.0,4.9,Cloudy,High,1,Meal,motorcycle,1.0,No,Urban,30,20002.520241867842
38.0,4.8,Sandstorms,Jam,2,Snack,electric_scooter,0.0,No,Metropolitian,31,20002.518774215532
37.0,4.9,Sunny,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,19,20002.498497497563
28.0,4.7,Stormy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,26,20002.497558643507
36.0,4.3,Cloudy,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,40,20002.511801567514
38.0,4.3,Windy,High,0,Drinks,motorcycle,1.0,No,Metropolitian,31,20002.51740036695
,,,,3,Snack,electric_scooter,2.0,No,Metropolitian,42,20002.508330750465
33.0,4.3,Stormy,Jam,1,Drinks,motorcycle,2.0,No,Metropolitian,40,20002.49871956223
29.0,4.7,Stormy,Medium,2,Snack,scooter,0.0,No,Metropolitian,16,20002.490110951214
34.0,4.8,Sandstorms,Low,0,Meal,motorcycle,0.0,No,Metropolitian,20,20002.511665248607
35.0,4.5,Windy,Low,2,Meal,scooter,1.0,No,Metropolitian,26,20002.51966723266
37.0,4.8,Fog,Medium,2,Drinks,motorcycle,0.0,No,Metropolitian,18,20002.518679857174
35.0,4.8,Windy,Low,1,Meal,motorcycle,1.0,No,Urban,21,20002.51877365526
21.0,4.6,Fog,Low,2,Drinks,scooter,0.0,No,Urban,10,20002.52024543917
23.0,4.7,Stormy,Low,1,Drinks,scooter,0.0,No,Urban,15,20002.508676866175
38.0,4.8,Sandstorms,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,34,20002.51872394063
28.0,4.3,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,19,20002.52023499439
35.0,3.5,Windy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,31,20002.508642310782
39.0,4.4,Windy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,34,20002.51732220814
29.0,4.8,Stormy,Jam,1,Drinks,scooter,1.0,No,Urban,14,20002.51396421153
25.0,4.9,Sunny,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,30,20002.50868703957
38.0,4.1,Windy,Medium,2,Buffet,scooter,1.0,No,Metropolitian,36,20002.488491660803
34.0,4.9,Stormy,Low,1,Meal,scooter,0.0,No,,21,20002.52024569563
33.0,4.9,Windy,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,41,20002.515687546318
29.0,4.5,Fog,Jam,1,Drinks,scooter,0.0,No,Metropolitian,30,20002.498240523273
38.0,3.8,Sandstorms,Jam,2,Drinks,scooter,1.0,No,Metropolitian,37,20002.51143868786
35.0,5.0,Cloudy,Jam,1,Meal,scooter,1.0,No,Metropolitian,39,20002.511405231817
27.0,4.9,Windy,Low,0,Snack,motorcycle,1.0,No,Urban,18,20002.496957495794
24.0,4.6,Stormy,Jam,2,Snack,scooter,1.0,No,Metropolitian,20,20002.486323921305
20.0,4.8,Sandstorms,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,16,20002.513443211963
33.0,4.5,Sunny,Jam,1,Snack,scooter,0.0,No,Metropolitian,25,20002.505512863983
24.0,4.9,Sunny,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,23,20002.51881530311
20.0,4.7,Stormy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,16,20002.511096770162
35.0,4.6,Cloudy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,28,20002.5174617599
21.0,4.6,Windy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,28,20002.51747977273
21.0,4.5,Sunny,Medium,2,Snack,motorcycle,0.0,No,Metropolitian,17,20002.497496748547
34.0,4.9,Sandstorms,High,0,Buffet,motorcycle,1.0,No,Metropolitian,31,20002.51732220814
22.0,4.8,Fog,Low,2,Snack,motorcycle,0.0,No,,13,20002.5196638113
39.0,4.7,Sunny,Medium,2,Snack,electric_scooter,0.0,No,Metropolitian,21,20002.514089523647
34.0,4.9,Windy,Low,1,Drinks,scooter,1.0,No,Metropolitian,21,20002.509162206014
39.0,4.6,Sunny,High,0,Meal,motorcycle,1.0,No,Metropolitian,21,20002.520245988526
,,Sandstorms,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,22,20002.518758245697
20.0,4.3,Windy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,17,20002.51362003115
28.0,4.6,Windy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,38,20002.511095979145
24.0,4.9,Cloudy,Low,1,Snack,motorcycle,1.0,No,Metropolitian,21,20002.48840349545
27.0,4.8,Stormy,Low,2,Meal,scooter,1.0,No,Metropolitian,18,20002.486391569077
37.0,4.2,Cloudy,Low,2,Snack,scooter,1.0,No,Urban,32,20002.505892299923
32.0,4.8,Cloudy,Low,1,Buffet,scooter,1.0,No,Urban,30,20002.497554441616
20.0,4.7,Sandstorms,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,25,20002.517525239917
27.0,4.6,Sunny,High,1,Drinks,motorcycle,0.0,No,Metropolitian,11,20002.517524946194
27.0,4.2,Cloudy,Medium,1,Meal,scooter,1.0,No,Metropolitian,33,20002.505120892696
23.0,4.9,Windy,Medium,2,Drinks,electric_scooter,1.0,No,Metropolitian,28,20002.506328917632
25.0,4.7,Cloudy,Low,2,Meal,motorcycle,0.0,No,Urban,13,20002.52024411324
37.0,4.8,Cloudy,Low,1,Snack,scooter,1.0,No,Urban,15,20002.519691522644
,,Cloudy,Medium,1,Meal,scooter,1.0,No,Metropolitian,30,20002.505117295663
39.0,4.8,Stormy,Low,1,Buffet,motorcycle,0.0,No,Urban,23,20002.51362082845
29.0,4.9,Windy,Low,1,Snack,motorcycle,0.0,No,Metropolitian,10,20002.51970555672
32.0,4.2,Cloudy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,34,20002.497558840387
30.0,4.0,Stormy,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,35,20002.48825197067
24.0,4.7,Sunny,Jam,2,Drinks,scooter,0.0,No,Urban,12,20002.496957495794
28.0,4.9,Windy,Medium,2,Meal,scooter,1.0,No,Metropolitian,15,20002.506329479504
22.0,4.8,Stormy,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,25,20002.51154429509
34.0,4.3,Stormy,Jam,0,Drinks,motorcycle,1.0,Yes,Metropolitian,39,20002.505744623963
37.0,4.5,Sunny,High,1,Buffet,scooter,0.0,No,Metropolitian,17,20002.517553570793
31.0,4.8,Cloudy,Low,2,Drinks,motorcycle,0.0,No,Metropolitian,18,20002.515700728014
34.0,4.6,Stormy,Medium,1,Meal,motorcycle,0.0,No,Urban,25,20002.518719707867
20.0,4.5,Stormy,Jam,1,Snack,scooter,1.0,No,Metropolitian,21,20002.515795509775
25.0,4.8,Sandstorms,Jam,2,Buffet,scooter,0.0,No,Metropolitian,20,20002.518810346362
27.0,4.7,Windy,Medium,0,Snack,motorcycle,0.0,No,Urban,23,20002.515650517642
20.0,4.9,Sandstorms,High,2,Meal,scooter,1.0,No,Metropolitian,14,20002.517379114433
30.0,5.0,Sunny,High,2,Buffet,scooter,1.0,No,,19,20002.51732220814
33.0,4.5,Windy,Low,2,Snack,motorcycle,0.0,No,Metropolitian,24,20002.49801802673
,,Sunny,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,26,20002.51871181199
24.0,4.5,Fog,High,0,Meal,motorcycle,0.0,No,Metropolitian,28,20002.51732220814
32.0,4.4,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Metropolitian,28,20002.513947514624
25.0,4.5,Stormy,Low,2,Meal,electric_scooter,1.0,No,Urban,16,20002.51968445585
24.0,4.7,Windy,Medium,0,Drinks,motorcycle,1.0,No,Urban,29,20002.515837593208
36.0,4.1,Fog,High,1,Drinks,motorcycle,1.0,No,Metropolitian,38,20002.517546193285
24.0,2.7,Sunny,Low,2,Meal,scooter,1.0,No,Metropolitian,31,20002.491015618576
34.0,4.9,Sunny,Low,2,Buffet,electric_scooter,1.0,No,Metropolitian,17,20002.519684481387
36.0,4.6,Stormy,Low,2,Snack,scooter,1.0,No,Urban,20,20002.520231456303
37.0,4.7,Windy,Low,2,Meal,scooter,0.0,No,Metropolitian,29,20002.518719630178
30.0,4.8,Stormy,Low,1,Meal,scooter,0.0,No,Metropolitian,19,16593.717679330002
39.0,4.7,Windy,Medium,2,Drinks,electric_scooter,1.0,No,Metropolitian,33,20002.51872473806
39.0,5.0,Windy,Low,2,Drinks,scooter,0.0,No,Metropolitian,28,20002.50500392644
28.0,4.2,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Urban,31,20002.497496748547
30.0,4.6,Sandstorms,Jam,1,Meal,scooter,1.0,No,Urban,30,20002.49069090528
29.0,4.5,Sunny,Jam,2,Buffet,motorcycle,0.0,,Urban,12,20002.515926832813
21.0,4.9,Cloudy,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,36,20002.508241072992
36.0,4.6,Sandstorms,High,0,Snack,motorcycle,2.0,No,Urban,38,20002.520234992055
27.0,4.5,Sunny,Medium,2,Snack,scooter,0.0,No,Metropolitian,15,20002.517379067493
26.0,4.6,Cloudy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,37,20002.508331644556
22.0,4.7,Sunny,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,23,20002.51579532225
34.0,4.7,Sunny,Medium,2,Drinks,scooter,1.0,No,Metropolitian,16,20002.51740127379
26.0,4.3,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Metropolitian,27,20002.513620181333
24.0,4.6,Sunny,Low,0,Snack,motorcycle,0.0,No,Metropolitian,12,20002.51433698147
32.0,4.7,Fog,Medium,1,Drinks,motorcycle,0.0,No,Metropolitian,16,20002.518758245697
20.0,4.7,Windy,High,2,Meal,electric_scooter,1.0,No,Urban,20,20002.517731718985
27.0,4.7,Sandstorms,Jam,1,Meal,scooter,1.0,No,Metropolitian,15,20002.515958435415
37.0,4.9,Cloudy,High,1,Snack,scooter,0.0,No,Metropolitian,34,20002.51732220814
35.0,4.7,Cloudy,Low,1,Snack,scooter,1.0,No,Metropolitian,19,20002.520236407654
30.0,4.6,Cloudy,High,1,Meal,scooter,0.0,No,Urban,38,20002.517567662926
24.0,5.0,Sandstorms,Medium,2,Meal,scooter,1.0,No,Metropolitian,29,20002.513816851493
26.0,4.2,Windy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,37,20002.513993307904
25.0,4.6,Fog,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,22,20002.498720292584
20.0,4.9,Sandstorms,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,33,20002.511433471653
25.0,4.6,Sandstorms,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,19,20002.504715476327
26.0,5.0,Fog,Low,2,Meal,scooter,1.0,No,Urban,11,20002.520244095438
32.0,4.7,Sunny,High,0,Drinks,motorcycle,1.0,No,Metropolitian,20,20002.51740127379
26.0,4.8,Windy,Low,1,Meal,motorcycle,1.0,No,Metropolitian,10,20002.520240172646
21.0,4.8,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,43,20002.489315487735
31.0,5.0,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Urban,29,20002.498691553174
34.0,4.3,Windy,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,44,20002.51140357992
24.0,4.2,Sunny,High,0,Snack,motorcycle,1.0,No,Metropolitian,42,20002.519688851127
26.0,4.7,Windy,Medium,0,Drinks,motorcycle,0.0,No,Urban,16,20002.518724029094
36.0,4.1,Windy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,24,20002.513797529213
22.0,4.1,Fog,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,34,20002.515700292646
37.0,4.9,Fog,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,36,20002.505745592167
28.0,4.8,Cloudy,High,2,Meal,motorcycle,0.0,No,Metropolitian,23,20002.5196693537
39.0,4.6,Cloudy,Low,2,Snack,scooter,0.0,No,Urban,17,20002.513965593716
21.0,4.6,Stormy,Jam,2,Buffet,electric_scooter,0.0,No,Metropolitian,16,20002.515955698982
24.0,4.8,Cloudy,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,17,20002.518742789394
22.0,4.0,Stormy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,26,20002.51966375658
25.0,4.6,Sunny,Jam,2,Meal,motorcycle,0.0,No,Urban,11,20002.51362003115
35.0,4.9,Cloudy,Low,2,Buffet,motorcycle,0.0,No,Metropolitian,17,20002.519710507688
35.0,5.0,Windy,High,2,Drinks,scooter,0.0,No,Metropolitian,26,20002.517400712757
33.0,4.9,Fog,Low,0,Snack,motorcycle,1.0,No,Metropolitian,41,20002.490106452507
25.0,4.6,Sunny,Jam,2,Buffet,electric_scooter,,No,Urban,11,20002.505114010644
30.0,4.7,Fog,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,27,20002.515665581755
29.0,4.7,Sandstorms,Jam,1,Buffet,scooter,1.0,No,Urban,10,20002.518723924153
27.0,4.9,Cloudy,Medium,2,Snack,scooter,0.0,No,Metropolitian,26,20002.508942070177
,,Sandstorms,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,36,20002.505875289706
29.0,4.6,Sandstorms,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,19,20002.5160827454
34.0,3.8,Windy,Jam,1,Buffet,scooter,0.0,No,Metropolitian,34,20002.49023793854
22.0,4.7,Sandstorms,Low,2,Snack,scooter,1.0,No,,18,20002.508685092194
23.0,4.9,Fog,High,0,Buffet,motorcycle,1.0,No,Metropolitian,27,20002.517719202937
37.0,4.6,Sunny,Jam,1,Buffet,scooter,1.0,No,Metropolitian,22,20002.513619879617
21.0,4.8,Sunny,Medium,2,Buffet,scooter,0.0,,Metropolitian,12,20002.5055668242
21.0,5.0,Stormy,Jam,1,Buffet,motorcycle,0.0,No,Metropolitian,25,20002.50511894816
21.0,5.0,Stormy,Jam,2,Meal,scooter,1.0,No,Metropolitian,24,20002.508324130646
33.0,4.3,Cloudy,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,34,20002.498219748813
26.0,4.5,Sandstorms,Medium,2,Buffet,motorcycle,0.0,No,Metropolitian,21,20002.49872106186
33.0,4.7,Fog,Medium,1,Snack,motorcycle,2.0,No,Metropolitian,42,20002.50495255189
